name,location,listed_in(type),online_order,votes,rate,approx_cost(for two people)
Fusion Cafe 1580,TT Nagar,Cafe,Yes,319,4.0,250
Tandoor House 1581,Bairagarh,Dining,Yes,247,3.7,500
Saffron Dine 1582,Arera Colony,Cafe,Yes,125,3.7,400
Fusion Kitchen 1583,TT Nagar,Buffet,No,258,3.9,1100
Royal House 1584,Arera Colony,Dining,No,447,3.7,450
Saffron Bistro 1585,Kolar Road,Desserts,Yes,68,4.0,200
Green Hub 1586,TT Nagar,Cafe,Yes,120,3.9,450
Saffron Hub 1587,MP Nagar,Dining,Yes,409,3.3,550
Tandoor House 1588,Indrapuri,Casual Dining,No,84,4.4,950
Urban Hub 1589,Arera Colony,Dining,Yes,258,3.9,400
Green Corner 1590,Bairagarh,Casual Dining,Yes,171,4.1,750
Green Kitchen 1591,MP Nagar,Buffet,Yes,203,3.9,700
Urban Cafe 1592,MP Nagar,Desserts,Yes,79,4.1,450
Saffron Treats 1593,Kolar Road,Buffet,Yes,108,3.4,650
Blue Dine 1594,Arera Colony,Quick Bites,Yes,278,3.6,150
Blue Bistro 1595,Kolar Road,Buffet,No,58,4.3,1000
Saffron House 1596,Bairagarh,Cafe,Yes,104,4.5,500
Tandoor Dine 1597,MP Nagar,Desserts,Yes,50,4.3,350
Urban Cafe 1598,Bairagarh,Dining,Yes,162,4.1,550
Urban Hub 1599,Kolar Road,Cafe,Yes,165,4.0,450
Green Corner 1600,MP Nagar,Casual Dining,No,129,3.4,400
Royal Kitchen 1601,Arera Colony,Buffet,No,128,4.3,1200
Fusion Dine 1602,Indrapuri,Dining,No,199,3.7,650
Green Hub 1603,MP Nagar,Desserts,No,130,4.0,350
Saffron Bistro 1604,Bairagarh,Cafe,Yes,197,3.6,550
Fusion Corner 1605,Arera Colony,Desserts,Yes,222,3.3,400
Royal Cafe 1606,Arera Colony,Desserts,Yes,190,4.2,200
Green Kitchen 1607,MP Nagar,Casual Dining,No,125,3.4,650
Green Hub 1608,Indrapuri,Buffet,No,84,3.7,1000
Blue Treats 1609,TT Nagar,Casual Dining,Yes,165,4.1,950
Tandoor Dine 1610,Indrapuri,Quick Bites,Yes,90,3.6,200
Fusion Corner 1611,Kolar Road,Desserts,Yes,136,4.0,300
Fusion Kitchen 1612,Kolar Road,Dining,Yes,327,3.7,500
Urban Dine 1613,Bairagarh,Quick Bites,No,222,3.6,300
Fusion Hub 1614,MP Nagar,Quick Bites,Yes,216,3.7,450
Fusion Cafe 1615,Bairagarh,Quick Bites,Yes,277,3.3,200
Spice Cafe 1616,MP Nagar,Dining,No,302,4.3,800
Royal Corner 1617,Kolar Road,Quick Bites,Yes,70,3.8,350
Green Treats 1618,Arera Colony,Dining,Yes,294,3.6,750
Blue Bistro 1619,TT Nagar,Desserts,No,101,3.9,500
Tandoor Cafe 1620,Kolar Road,Buffet,No,221,3.7,650
Urban Kitchen 1621,Arera Colony,Cafe,Yes,296,4.3,250
Spice Hub 1622,MP Nagar,Casual Dining,Yes,240,3.6,650
Blue Bistro 1623,MP Nagar,Dining,No,362,3.4,750
Tandoor House 1624,TT Nagar,Dining,Yes,196,3.5,750
Urban Corner 1625,Indrapuri,Casual Dining,Yes,164,3.5,900
Urban Cafe 1626,MP Nagar,Buffet,No,217,4.1,1300
Spice Kitchen 1627,Kolar Road,Casual Dining,Yes,113,4.0,450
Blue Bistro 1628,Bairagarh,Quick Bites,Yes,261,3.8,200
Royal Corner 1629,Arera Colony,Cafe,No,224,3.9,400
Fusion Dine 1630,Kolar Road,Casual Dining,Yes,238,3.5,350
Tandoor Kitchen 1631,MP Nagar,Casual Dining,No,139,4.2,400
Urban Bistro 1632,Bairagarh,Casual Dining,Yes,90,4.1,950
Fusion Bistro 1633,TT Nagar,Dining,No,206,3.5,350
Green Cafe 1634,Indrapuri,Dining,Yes,257,3.7,900
Royal Kitchen 1635,MP Nagar,Casual Dining,No,371,4.4,550
Fusion House 1636,Bairagarh,Dining,No,117,3.5,900
Urban Corner 1637,Bairagarh,Cafe,Yes,84,4.0,450
Fusion Dine 1638,MP Nagar,Cafe,Yes,141,4.5,350
Urban Cafe 1639,Arera Colony,Desserts,Yes,218,3.6,300
Blue House 1640,Arera Colony,Buffet,No,163,3.3,1350
Fusion Treats 1641,MP Nagar,Desserts,No,235,3.9,350
Fusion Bistro 1642,Kolar Road,Dining,No,115,3.2,350
Saffron House 1643,TT Nagar,Cafe,Yes,117,4.0,350
Urban Treats 1644,Kolar Road,Casual Dining,No,278,3.9,700
Royal Hub 1645,Kolar Road,Casual Dining,No,293,3.4,600
Spice Hub 1646,Bairagarh,Casual Dining,No,146,4.1,600
Royal Bistro 1647,Kolar Road,Cafe,No,135,4.4,300
Spice Hub 1648,Indrapuri,Casual Dining,No,184,3.6,600
Saffron Kitchen 1649,Bairagarh,Desserts,Yes,110,4.4,400
Green Kitchen 1650,MP Nagar,Casual Dining,Yes,266,3.5,600
Spice Treats 1651,Indrapuri,Buffet,No,232,3.9,1250
Green Cafe 1652,Indrapuri,Cafe,Yes,78,4.1,250
Urban Cafe 1653,Arera Colony,Cafe,Yes,167,4.1,250
Blue Kitchen 1654,Indrapuri,Desserts,No,44,3.8,200
Spice Cafe 1655,Kolar Road,Casual Dining,Yes,233,3.8,350
Green Treats 1656,Indrapuri,Dining,No,391,3.3,750
Saffron Cafe 1657,TT Nagar,Desserts,Yes,110,4.3,150
Green Bistro 1658,Bairagarh,Casual Dining,No,327,3.6,500
Royal Cafe 1659,Indrapuri,Cafe,No,292,3.6,200
Urban Treats 1660,Kolar Road,Cafe,Yes,122,3.8,300
Spice Cafe 1661,Kolar Road,Dining,No,109,4.3,600
Fusion Hub 1662,Indrapuri,Quick Bites,Yes,111,3.5,200
Fusion Kitchen 1663,MP Nagar,Quick Bites,Yes,250,4.1,450
Royal Bistro 1664,Bairagarh,Buffet,No,271,4.1,950
Tandoor Cafe 1665,Bairagarh,Dining,Yes,167,3.8,300
Tandoor Corner 1666,Arera Colony,Buffet,Yes,217,3.3,1100
Saffron Treats 1667,TT Nagar,Casual Dining,No,239,3.6,400
Spice Cafe 1668,Bairagarh,Casual Dining,No,232,4.3,750
Royal Dine 1669,MP Nagar,Dining,No,381,3.4,600
Royal Treats 1670,Bairagarh,Desserts,No,250,3.5,200
Fusion Bistro 1671,TT Nagar,Buffet,Yes,128,4.4,600
Royal House 1672,Indrapuri,Cafe,Yes,149,4.4,350
Fusion Kitchen 1673,Kolar Road,Cafe,Yes,91,3.7,250
Fusion Corner 1674,Bairagarh,Quick Bites,Yes,133,4.0,400
Spice Bistro 1675,MP Nagar,Casual Dining,Yes,214,3.4,750
Tandoor Treats 1676,MP Nagar,Buffet,No,216,3.8,1200
Urban Bistro 1677,TT Nagar,Buffet,No,132,3.4,750
Fusion Dine 1678,TT Nagar,Casual Dining,Yes,267,3.8,900
Tandoor Hub 1679,TT Nagar,Quick Bites,Yes,78,3.1,350
Blue Hub 1680,Indrapuri,Cafe,Yes,61,4.4,300
Blue House 1681,Kolar Road,Desserts,No,236,3.6,500
Saffron Bistro 1682,MP Nagar,Quick Bites,Yes,225,3.9,350
Green Bistro 1683,TT Nagar,Casual Dining,No,228,3.7,650
Royal Bistro 1684,TT Nagar,Desserts,Yes,81,3.4,300
Fusion Dine 1685,TT Nagar,Desserts,Yes,191,4.1,450
Urban Hub 1686,Arera Colony,Buffet,No,75,3.8,850
Tandoor Treats 1687,Arera Colony,Cafe,Yes,67,3.8,200
Fusion Cafe 1688,TT Nagar,Casual Dining,No,263,3.9,650
Green Hub 1689,Kolar Road,Desserts,Yes,137,3.3,250
Saffron Cafe 1690,Bairagarh,Dining,No,335,3.4,800
Spice Bistro 1691,TT Nagar,Buffet,No,227,3.7,1150
Urban Corner 1692,Indrapuri,Buffet,No,124,4.3,1050
Royal Treats 1693,Kolar Road,Quick Bites,No,224,3.3,150
Tandoor Cafe 1694,Indrapuri,Buffet,No,74,3.3,1000
Blue Cafe 1695,Kolar Road,Desserts,Yes,214,4.2,450
Royal Kitchen 1696,MP Nagar,Dining,No,255,3.6,600
Saffron Cafe 1697,TT Nagar,Quick Bites,Yes,277,4.0,350
Tandoor House 1698,Arera Colony,Cafe,No,266,4.2,250
Urban Hub 1699,Indrapuri,Desserts,Yes,238,4.0,200
Fusion Corner 1700,Kolar Road,Quick Bites,Yes,89,4.2,150
Tandoor Bistro 1701,MP Nagar,Casual Dining,No,212,3.9,750
Spice Treats 1702,TT Nagar,Cafe,Yes,227,4.0,500
Blue Hub 1703,Indrapuri,Dining,No,139,3.7,500
Royal Cafe 1704,Bairagarh,Dining,No,251,4.1,400
Fusion Hub 1705,Kolar Road,Dining,No,109,4.1,500
Green Kitchen 1706,Indrapuri,Quick Bites,No,300,3.6,300
Blue Kitchen 1707,MP Nagar,Buffet,No,250,4.3,650
Tandoor Bistro 1708,Arera Colony,Casual Dining,No,149,4.1,700
Urban Cafe 1709,Kolar Road,Casual Dining,No,315,3.4,800
Spice Kitchen 1710,TT Nagar,Buffet,No,263,3.7,1150
Blue Corner 1711,Indrapuri,Desserts,Yes,240,4.1,250
Royal Kitchen 1712,Kolar Road,Quick Bites,No,117,3.8,300
Spice Cafe 1713,MP Nagar,Quick Bites,Yes,56,4.0,250
Fusion Cafe 1714,MP Nagar,Quick Bites,No,103,3.5,400
Royal House 1715,Kolar Road,Buffet,No,247,3.6,800
Blue Hub 1716,Bairagarh,Casual Dining,No,235,3.5,950
Urban Bistro 1717,Indrapuri,Quick Bites,No,150,3.8,200
Urban House 1718,Bairagarh,Casual Dining,Yes,242,4.2,900
Royal Corner 1719,MP Nagar,Casual Dining,No,136,3.6,400
Fusion Hub 1720,Indrapuri,Cafe,No,228,4.4,250
Royal Corner 1721,TT Nagar,Desserts,No,67,4.3,250
Green Hub 1722,MP Nagar,Quick Bites,Yes,113,3.9,400
Royal Dine 1723,Indrapuri,Buffet,Yes,74,3.9,1250
Tandoor Dine 1724,TT Nagar,Quick Bites,No,206,3.5,300
Urban Dine 1725,Bairagarh,Desserts,Yes,105,3.9,500
Green Treats 1726,Kolar Road,Buffet,No,104,4.0,950
Urban Cafe 1727,Arera Colony,Quick Bites,No,210,3.3,250
Spice Bistro 1728,Arera Colony,Desserts,No,182,3.7,400
Tandoor Kitchen 1729,Bairagarh,Casual Dining,Yes,228,3.7,800
Urban Bistro 1730,Bairagarh,Buffet,No,227,3.3,900
Fusion Hub 1731,Arera Colony,Dining,No,273,3.3,600
Saffron Dine 1732,MP Nagar,Desserts,Yes,125,4.2,250
Urban Bistro 1733,Arera Colony,Cafe,Yes,287,4.1,350
Tandoor Bistro 1734,TT Nagar,Desserts,No,150,3.8,250
Tandoor Kitchen 1735,MP Nagar,Quick Bites,Yes,218,3.9,300
Tandoor Treats 1736,Indrapuri,Dining,No,248,4.2,750
Green House 1737,Kolar Road,Casual Dining,No,258,4.1,550
Royal Cafe 1738,Indrapuri,Desserts,Yes,169,3.4,300
Blue Corner 1739,Kolar Road,Cafe,No,111,3.7,400
Fusion Treats 1740,Bairagarh,Dining,No,294,3.7,550
Royal House 1741,Indrapuri,Quick Bites,Yes,105,4.1,150
Tandoor Kitchen 1742,Arera Colony,Quick Bites,Yes,181,3.8,350
Green Corner 1743,Arera Colony,Buffet,No,276,3.8,1300
Saffron House 1744,MP Nagar,Dining,No,346,3.5,450
Blue Corner 1745,MP Nagar,Buffet,Yes,69,3.6,800
Green Corner 1746,Indrapuri,Dining,Yes,329,4.1,400
Royal House 1747,Arera Colony,Dining,No,315,3.9,750
Fusion Hub 1748,Bairagarh,Quick Bites,No,62,3.3,400
Tandoor Hub 1749,TT Nagar,Desserts,Yes,237,3.5,300
Spice Hub 1750,Indrapuri,Dining,No,279,3.3,700
Spice Cafe 1751,TT Nagar,Buffet,No,253,3.8,650
Green Hub 1752,Kolar Road,Quick Bites,No,89,3.6,400
Spice Dine 1753,MP Nagar,Cafe,Yes,130,3.6,250
Fusion Treats 1754,Kolar Road,Quick Bites,Yes,282,3.3,200
Saffron Kitchen 1755,Arera Colony,Dining,Yes,82,4.3,800
Urban Cafe 1756,MP Nagar,Cafe,No,116,4.3,400
Fusion House 1757,Indrapuri,Quick Bites,Yes,284,3.7,250
Urban Cafe 1758,Indrapuri,Quick Bites,Yes,134,4.0,200
Green Hub 1759,Kolar Road,Quick Bites,No,104,3.3,350
Tandoor Cafe 1760,MP Nagar,Buffet,Yes,71,4.4,1050
Urban Bistro 1761,Arera Colony,Cafe,Yes,277,3.5,300
Blue Hub 1762,TT Nagar,Quick Bites,Yes,82,3.6,250
Urban Bistro 1763,Bairagarh,Buffet,No,234,4.1,1000
Fusion Kitchen 1764,Arera Colony,Desserts,No,56,3.5,150
Fusion Cafe 1765,Arera Colony,Quick Bites,Yes,143,3.8,250
Royal Kitchen 1766,Arera Colony,Desserts,Yes,231,4.3,150
Blue Treats 1767,Indrapuri,Cafe,Yes,133,3.7,400
Saffron Cafe 1768,TT Nagar,Casual Dining,Yes,241,4.1,450
Green Hub 1769,TT Nagar,Quick Bites,No,76,3.3,450
Spice Dine 1770,Indrapuri,Dining,Yes,113,3.6,800
Urban Bistro 1771,Kolar Road,Casual Dining,Yes,163,3.7,550
Saffron Corner 1772,Kolar Road,Quick Bites,Yes,239,4.1,400
Tandoor Bistro 1773,MP Nagar,Desserts,Yes,61,3.8,350
Green Kitchen 1774,Kolar Road,Cafe,Yes,216,4.2,400
Blue Treats 1775,Indrapuri,Desserts,Yes,114,3.4,300
Tandoor Bistro 1776,MP Nagar,Buffet,Yes,208,4.2,750
Spice Dine 1777,Kolar Road,Cafe,Yes,133,3.8,250
Blue Dine 1778,Kolar Road,Quick Bites,No,104,3.8,250
Urban House 1779,Arera Colony,Quick Bites,Yes,147,3.2,400
Green House 1780,Arera Colony,Desserts,No,156,4.0,350
Spice Corner 1781,Arera Colony,Dining,Yes,131,3.7,550
Green Bistro 1782,Arera Colony,Dining,No,252,3.7,450
Royal Bistro 1783,MP Nagar,Quick Bites,No,269,3.6,200
Spice Hub 1784,Arera Colony,Dining,Yes,91,3.8,300
Saffron Treats 1785,Kolar Road,Casual Dining,No,117,4.3,550
Fusion Hub 1786,Kolar Road,Buffet,No,268,3.9,900
Urban Hub 1787,TT Nagar,Quick Bites,No,258,3.1,200
Blue Treats 1788,MP Nagar,Buffet,Yes,219,3.9,1200
Fusion Treats 1789,Kolar Road,Quick Bites,Yes,186,3.7,150
Blue Treats 1790,Bairagarh,Buffet,No,134,3.8,1350
Green House 1791,MP Nagar,Dining,Yes,192,3.2,900
Urban Cafe 1792,Bairagarh,Desserts,Yes,164,3.8,350
Urban Treats 1793,Indrapuri,Dining,No,342,3.4,750
Green Cafe 1794,Indrapuri,Desserts,Yes,120,3.9,350
Saffron Corner 1795,Kolar Road,Dining,No,243,4.1,600
Spice Bistro 1796,Bairagarh,Buffet,No,150,4.0,1300
Royal Bistro 1797,Bairagarh,Dining,No,89,3.3,800
Saffron Dine 1798,Kolar Road,Casual Dining,No,151,3.4,550
Fusion Corner 1799,TT Nagar,Cafe,Yes,304,4.0,300
Spice House 1800,Indrapuri,Desserts,Yes,166,4.3,450
Tandoor Bistro 1801,Bairagarh,Cafe,No,173,4.4,350
Royal Cafe 1802,TT Nagar,Casual Dining,No,156,4.0,650
Fusion Treats 1803,MP Nagar,Quick Bites,Yes,143,3.2,300
Spice Hub 1804,Indrapuri,Buffet,No,86,4.3,800
Green Treats 1805,Kolar Road,Buffet,No,120,3.5,700
Fusion Hub 1806,Indrapuri,Quick Bites,Yes,106,3.5,200
Blue Hub 1807,Arera Colony,Cafe,Yes,80,4.1,400
Spice Dine 1808,Bairagarh,Quick Bites,No,104,3.8,200
Urban Cafe 1809,Indrapuri,Dining,No,203,3.3,500
Urban Bistro 1810,MP Nagar,Dining,Yes,209,3.5,400
Urban House 1811,Bairagarh,Cafe,Yes,78,4.4,400
Green Kitchen 1812,Kolar Road,Cafe,Yes,145,4.0,350
Spice Bistro 1813,Indrapuri,Buffet,No,124,3.7,1300
Saffron Hub 1814,Kolar Road,Casual Dining,Yes,377,3.4,800
Royal Dine 1815,Bairagarh,Dining,No,99,3.3,400
Blue Bistro 1816,Indrapuri,Cafe,No,127,3.7,350
Fusion Dine 1817,Bairagarh,Desserts,Yes,91,3.6,150
Green Dine 1818,Bairagarh,Desserts,Yes,163,4.0,200
Urban House 1819,Arera Colony,Desserts,No,130,3.5,400
Tandoor Dine 1820,Indrapuri,Buffet,No,159,3.4,900
Urban Hub 1821,Arera Colony,Casual Dining,No,265,4.1,450
Saffron Bistro 1822,Arera Colony,Buffet,No,275,4.1,900
Tandoor Corner 1823,Kolar Road,Cafe,Yes,308,3.7,400
Spice Treats 1824,Arera Colony,Dining,No,331,3.9,650
Royal Bistro 1825,TT Nagar,Dining,No,171,3.4,450
Green Kitchen 1826,MP Nagar,Casual Dining,Yes,284,4.2,750
Fusion Cafe 1827,Indrapuri,Desserts,Yes,75,4.2,250
Spice Bistro 1828,Arera Colony,Quick Bites,No,298,3.9,400
Green Kitchen 1829,TT Nagar,Quick Bites,Yes,229,4.2,250
Fusion Corner 1830,TT Nagar,Dining,No,311,3.6,550
Royal House 1831,Indrapuri,Cafe,Yes,308,4.3,500
Royal Dine 1832,Arera Colony,Dining,No,406,3.9,600
Royal Corner 1833,Arera Colony,Dining,Yes,378,3.7,600
Fusion Corner 1834,Kolar Road,Dining,Yes,226,4.3,400
Spice Hub 1835,Kolar Road,Desserts,No,43,4.2,200
Tandoor Treats 1836,MP Nagar,Quick Bites,Yes,232,3.6,200
Tandoor Kitchen 1837,Bairagarh,Casual Dining,No,301,3.4,350
Tandoor Hub 1838,TT Nagar,Dining,No,410,3.7,650
Spice House 1839,TT Nagar,Casual Dining,Yes,124,3.4,750
Blue Dine 1840,Bairagarh,Dining,Yes,238,4.3,600
Spice Corner 1841,TT Nagar,Casual Dining,Yes,255,4.3,650
Tandoor Kitchen 1842,Indrapuri,Casual Dining,Yes,229,3.7,450
Urban Hub 1843,TT Nagar,Buffet,No,173,3.6,800
Blue Dine 1844,MP Nagar,Buffet,Yes,196,3.8,1400
Royal Hub 1845,Indrapuri,Quick Bites,Yes,256,4.2,250
Saffron Treats 1846,Bairagarh,Buffet,No,83,3.3,650
Fusion Hub 1847,TT Nagar,Dining,No,182,4.3,550
Royal Hub 1848,Kolar Road,Desserts,Yes,176,3.9,400
Urban Corner 1849,MP Nagar,Dining,No,385,3.6,900
Green Corner 1850,Indrapuri,Desserts,Yes,177,3.7,250
Fusion Hub 1851,TT Nagar,Cafe,No,94,3.9,450
Saffron Hub 1852,TT Nagar,Cafe,Yes,320,4.3,600
Tandoor Dine 1853,Bairagarh,Cafe,No,320,3.4,400
Tandoor Hub 1854,Indrapuri,Cafe,No,173,4.5,250
Urban Hub 1855,MP Nagar,Desserts,Yes,82,3.7,150
Spice Dine 1856,Arera Colony,Dining,Yes,227,4.0,700
Blue Cafe 1857,Kolar Road,Quick Bites,No,106,4.1,150
Fusion House 1858,Arera Colony,Cafe,Yes,85,4.2,300
Tandoor Bistro 1859,MP Nagar,Cafe,No,202,4.4,500
Spice Treats 1860,Indrapuri,Buffet,No,251,3.6,850
Saffron Cafe 1861,Bairagarh,Buffet,Yes,99,3.9,750
Blue Hub 1862,Kolar Road,Buffet,No,185,4.4,700
Fusion Hub 1863,MP Nagar,Buffet,No,119,4.1,1400
Fusion House 1864,TT Nagar,Casual Dining,Yes,313,3.3,850
Tandoor Cafe 1865,Kolar Road,Casual Dining,No,146,3.4,800
Urban Cafe 1866,Bairagarh,Desserts,Yes,178,3.5,350
Saffron House 1867,Bairagarh,Casual Dining,Yes,376,3.6,950
Fusion Cafe 1868,Kolar Road,Buffet,Yes,109,4.1,1000
Spice Dine 1869,MP Nagar,Buffet,No,114,4.2,1300
Saffron House 1870,Indrapuri,Desserts,Yes,106,4.0,250
Green Cafe 1871,MP Nagar,Quick Bites,Yes,245,3.7,300
Spice Dine 1872,MP Nagar,Cafe,Yes,195,4.3,500
Tandoor House 1873,Indrapuri,Quick Bites,No,137,3.2,200
Urban Kitchen 1874,Kolar Road,Cafe,Yes,189,3.8,550
Tandoor Treats 1875,Indrapuri,Desserts,Yes,95,3.7,200
Royal Corner 1876,Arera Colony,Desserts,Yes,103,4.1,450
Spice Bistro 1877,Arera Colony,Casual Dining,No,124,3.9,650
Blue Corner 1878,MP Nagar,Cafe,Yes,114,4.4,500
Royal House 1879,Kolar Road,Quick Bites,Yes,121,3.1,400
Royal Kitchen 1880,Arera Colony,Quick Bites,Yes,215,3.2,350
Fusion Treats 1881,MP Nagar,Dining,No,290,4.2,800
Blue House 1882,Bairagarh,Quick Bites,Yes,112,4.0,350
Green House 1883,MP Nagar,Dining,Yes,111,3.7,400
Royal Hub 1884,TT Nagar,Casual Dining,Yes,209,3.4,500
Saffron Dine 1885,Arera Colony,Dining,No,96,3.3,400
Tandoor House 1886,Arera Colony,Quick Bites,Yes,151,3.5,200
Green Bistro 1887,Arera Colony,Desserts,Yes,218,3.7,350
Blue Kitchen 1888,Indrapuri,Desserts,No,183,4.1,250
Blue Corner 1889,Kolar Road,Desserts,Yes,107,4.2,200
Green Dine 1890,MP Nagar,Casual Dining,Yes,252,4.3,700
Blue Kitchen 1891,Indrapuri,Quick Bites,Yes,156,3.9,400
Green Corner 1892,Indrapuri,Quick Bites,Yes,224,3.1,250
Saffron Kitchen 1893,Indrapuri,Quick Bites,Yes,128,3.1,150
Blue House 1894,Bairagarh,Dining,Yes,334,3.6,600
Urban Cafe 1895,MP Nagar,Dining,No,447,4.1,500
Urban House 1896,TT Nagar,Desserts,Yes,140,3.6,300
Tandoor Bistro 1897,MP Nagar,Desserts,No,233,4.3,200
Saffron Dine 1898,Kolar Road,Buffet,No,239,3.7,1100
Urban House 1899,Arera Colony,Casual Dining,Yes,219,3.5,400
Blue Bistro 1900,Arera Colony,Casual Dining,No,200,4.1,900
Fusion Hub 1901,Indrapuri,Dining,No,100,3.2,850
Saffron Dine 1902,Indrapuri,Dining,No,122,3.3,450
Green Bistro 1903,MP Nagar,Quick Bites,No,123,3.5,450
Spice Kitchen 1904,Bairagarh,Cafe,Yes,304,4.2,300
Tandoor Hub 1905,Arera Colony,Dining,Yes,295,3.3,750
Urban Treats 1906,MP Nagar,Cafe,Yes,65,3.7,450
Fusion Cafe 1907,Kolar Road,Buffet,No,81,3.7,950
Tandoor House 1908,Kolar Road,Desserts,Yes,220,3.3,200
Blue Cafe 1909,Arera Colony,Cafe,Yes,186,4.3,600
Fusion House 1910,Kolar Road,Dining,No,241,4.3,850
Tandoor Corner 1911,Kolar Road,Cafe,No,316,3.9,600
Saffron Treats 1912,TT Nagar,Desserts,Yes,68,4.4,450
Saffron Kitchen 1913,Bairagarh,Casual Dining,Yes,187,4.0,500
Tandoor Dine 1914,Indrapuri,Buffet,No,187,3.7,1250
Royal House 1915,Bairagarh,Desserts,No,237,3.8,300
Royal House 1916,Kolar Road,Buffet,Yes,83,3.5,900
Green Bistro 1917,TT Nagar,Quick Bites,No,187,3.4,200
Royal Corner 1918,MP Nagar,Buffet,Yes,68,4.0,750
Blue Hub 1919,Arera Colony,Cafe,Yes,318,4.0,300
Blue Hub 1920,Bairagarh,Dining,No,373,4.0,900
Blue Hub 1921,Arera Colony,Dining,No,338,3.9,450
Royal Hub 1922,Kolar Road,Cafe,Yes,308,4.3,300
Blue Kitchen 1923,Arera Colony,Quick Bites,No,102,3.3,250
Blue Kitchen 1924,Bairagarh,Buffet,No,256,3.9,1350
Royal Treats 1925,Arera Colony,Quick Bites,No,207,3.7,200
Royal Dine 1926,Bairagarh,Quick Bites,Yes,259,3.1,150
Saffron Corner 1927,TT Nagar,Cafe,No,212,4.0,600
Spice House 1928,Arera Colony,Desserts,No,236,4.1,200
Tandoor Treats 1929,MP Nagar,Casual Dining,No,377,4.0,900
Spice Hub 1930,Bairagarh,Casual Dining,No,132,3.8,1000
Spice Bistro 1931,MP Nagar,Casual Dining,Yes,129,3.7,550
Saffron Kitchen 1932,MP Nagar,Quick Bites,No,288,4.0,300
Green Corner 1933,Arera Colony,Dining,No,269,3.2,400
Urban House 1934,Arera Colony,Dining,No,420,3.5,550
Spice Hub 1935,Indrapuri,Casual Dining,No,83,3.9,900
Spice Treats 1936,MP Nagar,Desserts,No,41,3.4,150
Urban Bistro 1937,Kolar Road,Casual Dining,No,373,4.4,400
Spice Treats 1938,Kolar Road,Cafe,No,184,4.0,450
Saffron Corner 1939,MP Nagar,Quick Bites,No,240,4.0,150
Green Corner 1940,TT Nagar,Buffet,No,104,3.9,1200
Spice House 1941,MP Nagar,Cafe,Yes,233,4.2,400
Spice Kitchen 1942,MP Nagar,Dining,Yes,371,4.2,850
Tandoor Hub 1943,Kolar Road,Desserts,Yes,127,4.3,300
Royal House 1944,TT Nagar,Quick Bites,Yes,85,3.4,400
Spice Treats 1945,Arera Colony,Buffet,Yes,238,3.8,900
Spice Hub 1946,Bairagarh,Buffet,No,89,4.1,650
Tandoor Corner 1947,Bairagarh,Quick Bites,Yes,59,3.7,300
Royal Corner 1948,Kolar Road,Dining,No,107,4.3,500
Spice Kitchen 1949,Bairagarh,Dining,No,214,4.2,500
Urban Treats 1950,Indrapuri,Quick Bites,No,120,3.9,400
Fusion Dine 1951,Arera Colony,Cafe,Yes,286,4.0,600
Blue House 1952,MP Nagar,Cafe,Yes,297,3.7,400
Tandoor Bistro 1953,Bairagarh,Desserts,Yes,226,4.0,250
Urban Cafe 1954,MP Nagar,Cafe,Yes,153,4.1,350
Saffron Corner 1955,TT Nagar,Dining,No,226,3.7,650
Saffron Bistro 1956,Kolar Road,Cafe,Yes,278,4.0,500
Fusion House 1957,Indrapuri,Casual Dining,No,113,3.3,750
Urban Bistro 1958,Kolar Road,Desserts,No,204,3.5,400
Spice Dine 1959,MP Nagar,Buffet,No,162,3.9,750
Royal Corner 1960,Arera Colony,Cafe,Yes,149,3.7,200
Blue Kitchen 1961,Bairagarh,Buffet,No,168,4.3,600
Royal Dine 1962,Arera Colony,Buffet,No,113,4.1,950
Tandoor Dine 1963,MP Nagar,Cafe,Yes,306,4.4,450
Spice Dine 1964,Arera Colony,Dining,No,282,3.7,800
Blue Cafe 1965,MP Nagar,Dining,No,376,3.9,850
Blue Bistro 1966,Bairagarh,Buffet,No,184,3.4,950
Tandoor Bistro 1967,Indrapuri,Dining,Yes,360,3.6,800
Green Corner 1968,MP Nagar,Buffet,No,64,4.3,950
Urban Corner 1969,Arera Colony,Cafe,Yes,315,4.0,500
Saffron Kitchen 1970,Kolar Road,Dining,No,335,3.6,550
Spice House 1971,Kolar Road,Desserts,No,110,4.4,200
Urban Dine 1972,Bairagarh,Casual Dining,No,277,4.2,450
Green House 1973,Bairagarh,Cafe,Yes,206,4.2,400
Spice Bistro 1974,MP Nagar,Quick Bites,Yes,78,3.3,250
Fusion Hub 1975,Indrapuri,Buffet,No,144,4.4,850
Royal House 1976,Arera Colony,Quick Bites,No,297,3.1,400
Green Bistro 1977,MP Nagar,Desserts,Yes,92,3.6,250
Fusion House 1978,Indrapuri,Casual Dining,No,149,4.1,750
Blue Kitchen 1979,Arera Colony,Casual Dining,Yes,331,3.5,700
Saffron Cafe 1980,MP Nagar,Dining,No,146,4.1,800
Saffron House 1981,TT Nagar,Desserts,Yes,110,3.9,400
Fusion Corner 1982,Kolar Road,Cafe,Yes,225,3.7,350
Saffron Hub 1983,Kolar Road,Cafe,Yes,194,3.5,250
Blue House 1984,Kolar Road,Quick Bites,Yes,127,4.0,150
Fusion Hub 1985,Indrapuri,Quick Bites,Yes,241,4.1,150
Tandoor House 1986,Arera Colony,Dining,No,127,4.1,350
Green Bistro 1987,Kolar Road,Dining,Yes,386,3.3,500
